Source Name	Material Type	Characteristics [BioSourceType]	Characteristics [CellLine]	Characteristics [CellType]	Characteristics [DevelopmentalStage]	Characteristics [DiseaseStage]	Characteristics [DiseaseState]	Characteristics [OrganismPart]	Characteristics [Organism]	Characteristics [Sex]	Labeled Extract Name	Material Type	Label	Hybridization Name	Array Design REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Comment[Normalization Type]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value [CELLLINE]	Factor Value [CELLTYPE]	Factor Value [DEVELOPMENTALSTAGE]	Factor Value [DISEASESTAGE]	Factor Value [DISEASESTATE]	Factor Value [ORGANISMPART]
GSM71076.CEL	organism_part	biopsy	  	  	  	  	carcinoma in situ	  	Homo sapiens	  	Labeled4554 biotin	synthetic_DNA	biotin	Hyb_4554	A-AFFY-33	GSM71076.CEL	GSM71076.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	carcinoma in situ	    
GSM71077.CEL	organism_part	biopsy	  	  	  	  	carcinoma in situ	  	Homo sapiens	  	Labeled4555 biotin	synthetic_DNA	biotin	Hyb_4555	A-AFFY-33	GSM71077.CEL	GSM71077.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	carcinoma in situ	    
GSM71078.CEL	organism_part	biopsy	  	  	  	  	  	bladder mucosa	Homo sapiens	  	Labeled4556 biotin	synthetic_DNA	biotin	Hyb_4556	A-AFFY-33	GSM71078.CEL	GSM71078.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	  	bladder mucosa
GSM72394.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4557 biotin	synthetic_DNA	biotin	Hyb_4557	A-AFFY-33	GSM72394.CEL	GSM72394.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72395.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4558 biotin	synthetic_DNA	biotin	Hyb_4558	A-AFFY-33	GSM72395.CEL	GSM72395.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72396.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4559 biotin	synthetic_DNA	biotin	Hyb_4559	A-AFFY-33	GSM72396.CEL	GSM72396.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72397.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4560 biotin	synthetic_DNA	biotin	Hyb_4560	A-AFFY-33	GSM72397.CEL	GSM72397.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72398.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4561 biotin	synthetic_DNA	biotin	Hyb_4561	A-AFFY-33	GSM72398.CEL	GSM72398.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72399.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4562 biotin	synthetic_DNA	biotin	Hyb_4562	A-AFFY-33	GSM72399.CEL	GSM72399.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72400.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4563 biotin	synthetic_DNA	biotin	Hyb_4563	A-AFFY-33	GSM72400.CEL	GSM72400.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72401.CEL	organism_part	  	  	  	adult	  	germ cell tumor	mediastinum	Homo sapiens	male	Labeled4564 biotin	synthetic_DNA	biotin	Hyb_4564	A-AFFY-33	GSM72401.CEL	GSM72401.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	mediastinum
GSM72402.CEL	organism_part	  	  	  	adult	  	germ cell tumor	mediastinum	Homo sapiens	male	Labeled4565 biotin	synthetic_DNA	biotin	Hyb_4565	A-AFFY-33	GSM72402.CEL	GSM72402.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	mediastinum
GSM72403.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4566 biotin	synthetic_DNA	biotin	Hyb_4566	A-AFFY-33	GSM72403.CEL	GSM72403.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72404.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4567 biotin	synthetic_DNA	biotin	Hyb_4567	A-AFFY-33	GSM72404.CEL	GSM72404.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72405.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4568 biotin	synthetic_DNA	biotin	Hyb_4568	A-AFFY-33	GSM72405.CEL	GSM72405.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72406.CEL	organism_part	  	  	syncytiotrophoblasts	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4569 biotin	synthetic_DNA	biotin	Hyb_4569	A-AFFY-33	GSM72406.CEL	GSM72406.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	syncytiotrophoblasts	adult	  	germ cell tumor	    
GSM72407.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4570 biotin	synthetic_DNA	biotin	Hyb_4570	A-AFFY-33	GSM72407.CEL	GSM72407.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72408.CEL	organism_part	  	  	syncytiotrophoblasts	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4571 biotin	synthetic_DNA	biotin	Hyb_4571	A-AFFY-33	GSM72408.CEL	GSM72408.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	syncytiotrophoblasts	adult	  	germ cell tumor	    
GSM72409.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4572 biotin	synthetic_DNA	biotin	Hyb_4572	A-AFFY-33	GSM72409.CEL	GSM72409.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72410.CEL	organism_part	  	  	  	adult	  	germ cell tumor	testis	Homo sapiens	male	Labeled4573 biotin	synthetic_DNA	biotin	Hyb_4573	A-AFFY-33	GSM72410.CEL	GSM72410.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	testis
GSM72411.CEL	organism_part	  	  	  	adult	lymph node metastasis	germ cell tumor	  	Homo sapiens	male	Labeled4574 biotin	synthetic_DNA	biotin	Hyb_4574	A-AFFY-33	GSM72411.CEL	GSM72411.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	lymph node metastasis	germ cell tumor	    
GSM72412.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4575 biotin	synthetic_DNA	biotin	Hyb_4575	A-AFFY-33	GSM72412.CEL	GSM72412.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72413.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4576 biotin	synthetic_DNA	biotin	Hyb_4576	A-AFFY-33	GSM72413.CEL	GSM72413.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72414.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4577 biotin	synthetic_DNA	biotin	Hyb_4577	A-AFFY-33	GSM72414.CEL	GSM72414.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72415.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4578 biotin	synthetic_DNA	biotin	Hyb_4578	A-AFFY-33	GSM72415.CEL	GSM72415.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72416.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4579 biotin	synthetic_DNA	biotin	Hyb_4579	A-AFFY-33	GSM72416.CEL	GSM72416.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72417.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4580 biotin	synthetic_DNA	biotin	Hyb_4580	A-AFFY-33	GSM72417.CEL	GSM72417.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72418.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4581 biotin	synthetic_DNA	biotin	Hyb_4581	A-AFFY-33	GSM72418.CEL	GSM72418.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72419.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4582 biotin	synthetic_DNA	biotin	Hyb_4582	A-AFFY-33	GSM72419.CEL	GSM72419.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72420.CEL	organism_part	  	  	  	adult	lymph node metastasis	germ cell tumor	  	Homo sapiens	male	Labeled4583 biotin	synthetic_DNA	biotin	Hyb_4583	A-AFFY-33	GSM72420.CEL	GSM72420.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	lymph node metastasis	germ cell tumor	    
GSM72421.CEL	organism_part	  	  	  	adult	lymph node metastasis	germ cell tumor	  	Homo sapiens	male	Labeled4584 biotin	synthetic_DNA	biotin	Hyb_4584	A-AFFY-33	GSM72421.CEL	GSM72421.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	lymph node metastasis	germ cell tumor	    
GSM72422.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4585 biotin	synthetic_DNA	biotin	Hyb_4585	A-AFFY-33	GSM72422.CEL	GSM72422.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72423.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4586 biotin	synthetic_DNA	biotin	Hyb_4586	A-AFFY-33	GSM72423.CEL	GSM72423.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72424.CEL	organism_part	  	  	  	adult	  	germ cell tumor	yolk sac	Homo sapiens	male	Labeled4587 biotin	synthetic_DNA	biotin	Hyb_4587	A-AFFY-33	GSM72424.CEL	GSM72424.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	yolk sac
GSM72425.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4588 biotin	synthetic_DNA	biotin	Hyb_4588	A-AFFY-33	GSM72425.CEL	GSM72425.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72426.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4589 biotin	synthetic_DNA	biotin	Hyb_4589	A-AFFY-33	GSM72426.CEL	GSM72426.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72427.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4590 biotin	synthetic_DNA	biotin	Hyb_4590	A-AFFY-33	GSM72427.CEL	GSM72427.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72428.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4591 biotin	synthetic_DNA	biotin	Hyb_4591	A-AFFY-33	GSM72428.CEL	GSM72428.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72429.CEL	organism_part	  	  	  	adult	  	germ cell tumor	yolk sac	Homo sapiens	male	Labeled4592 biotin	synthetic_DNA	biotin	Hyb_4592	A-AFFY-33	GSM72429.CEL	GSM72429.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	yolk sac
GSM72430.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4593 biotin	synthetic_DNA	biotin	Hyb_4593	A-AFFY-33	GSM72430.CEL	GSM72430.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72431.CEL	organism_part	  	  	  	adult	  	germ cell tumor	  	Homo sapiens	male	Labeled4594 biotin	synthetic_DNA	biotin	Hyb_4594	A-AFFY-33	GSM72431.CEL	GSM72431.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	    
GSM72432.CEL	organism_part	  	  	  	adult	  	germ cell tumor	yolk sac	Homo sapiens	male	Labeled4595 biotin	synthetic_DNA	biotin	Hyb_4595	A-AFFY-33	GSM72432.CEL	GSM72432.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	yolk sac
GSM72433.CEL	organism_part	  	  	  	adult	lymph node metastasis	germ cell tumor	  	Homo sapiens	male	Labeled4596 biotin	synthetic_DNA	biotin	Hyb_4596	A-AFFY-33	GSM72433.CEL	GSM72433.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	lymph node metastasis	germ cell tumor	    
GSM72434.CEL	organism_part	  	  	  	adult	adrenal gland metastasis	germ cell tumor	adrenal gland	Homo sapiens	male	Labeled4597 biotin	synthetic_DNA	biotin	Hyb_4597	A-AFFY-33	GSM72434.CEL	GSM72434.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.122.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	adrenal gland metastasis	germ cell tumor	adrenal gland
GSM72435.CEL	organism_part	  	  	  	adult	  	germ cell tumor	yolk sac	Homo sapiens	male	Labeled4598 biotin	synthetic_DNA	biotin	Hyb_4598	A-AFFY-33	GSM72435.CEL	GSM72435.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.123.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	adult	  	germ cell tumor	yolk sac
